episode,time_s,cars_completed,total_cars,average_reward,best_reward,worst_reward,epsilon,max_q,loss
49,0.684000,14,14,5948.670332,11122.305324,-2532.900099,0.680080,1527.853671,195405.253162
50,0.887000,14,14,-1248.553170,9309.585380,-7003.706678,0.674640,1587.539340,367510.651573
51,0.500000,14,14,9454.425125,11188.324473,7490.227961,0.669243,1666.423118,358317.077044
52,0.486000,14,14,10986.779464,13178.299034,9546.912465,0.663889,1493.278011,1256.371229
53,0.416000,14,14,11602.869534,13740.189388,9396.990999,0.658578,1575.302726,754702.416012
54,0.459000,14,14,7537.061914,12448.708919,-5112.080222,0.653309,1609.070199,182298.254666
55,0.391000,14,14,11218.419709,13304.276505,9168.940841,0.648083,1632.015068,361462.640557
56,0.403000,14,14,11460.146809,12907.841592,9528.815286,0.642898,1663.723668,2446.898242
57,0.399000,14,14,9744.733832,12265.755620,-4774.815114,0.637755,1699.071335,5185.620994
58,0.398000,14,14,8022.293441,13042.359708,-1580.073781,0.632653,1721.315975,515028.612582
59,0.379000,14,14,11589.924363,12868.017910,9835.480960,0.627591,1744.615328,167849.601408
60,0.447000,14,14,11295.051025,13263.480210,7166.034817,0.622571,1801.044223,323057.524261
61,0.373000,14,14,11802.898621,12756.347356,10813.185298,0.617590,1856.412432,2043.165311
62,0.415000,14,14,10419.537848,12823.567794,2314.366852,0.612649,1865.020367,938531.995387
63,0.355000,14,14,11419.807809,13795.541445,8751.832155,0.607748,1889.878784,154497.712489
64,0.351000,14,14,12193.233770,13993.547775,10112.942415,0.602886,1938.921221,448783.501476
65,0.351000,14,14,11572.761640,12761.432265,8312.979208,0.598063,1978.611933,436819.681707
66,0.332000,14,14,7310.131945,13915.885227,-177.495267,0.593279,1952.631345,164528.277762
67,0.414000,14,14,9418.030230,13038.960885,-4680.195560,0.588532,1907.766685,2535.955763
68,0.300000,14,14,6824.912164,14082.472556,-11668.536413,0.583824,1897.144681,781697.060045
69,0.311000,14,14,11795.943131,13442.761285,8013.264569,0.579154,1783.407823,4298.556877
70,0.352000,14,14,11007.971767,13166.765589,6199.224405,0.574520,1834.640044,645289.729239
71,0.270000,14,14,11337.520786,13740.796740,2909.848934,0.569924,1883.050318,159034.771638
72,0.276000,14,14,12389.843640,13872.485633,10519.994737,0.565365,1937.391105,598488.007248
73,0.283000,14,14,12627.820569,14282.455140,11180.921816,0.560842,2019.816597,285188.061188
74,0.272000,14,14,12925.490990,13778.860089,11962.287166,0.556355,2075.723252,142377.936644
75,0.258000,14,14,12901.429968,14069.630246,11852.371626,0.551904,2114.878047,395435.969885
76,0.275000,14,14,11826.356137,14021.629120,4559.879116,0.547489,2156.919703,512236.174296
77,0.231000,14,14,12903.374930,14280.493966,10638.362145,0.543109,2092.743762,292567.279504
78,0.239000,14,14,10215.948357,14133.140405,787.072771,0.538764,2109.888112,3830.027015
79,0.244000,14,14,12622.765828,13760.151307,10803.202765,0.534454,2392.350500,323663.228414
80,0.230000,14,14,5009.395443,13992.804722,-6468.821438,0.530178,2324.019890,162706.364050
81,0.210000,14,14,13530.225885,14547.901873,11458.835574,0.525937,2451.301980,152268.066111
82,0.244000,14,14,12970.599926,14363.862048,9801.118125,0.521730,2279.487730,145542.635297
83,0.214000,14,14,13293.035900,14491.947714,12294.273188,0.517556,2552.938414,9333.564906
84,0.182000,14,14,13509.516801,14480.187174,12206.223149,0.513415,2592.020721,140343.412135
85,0.193000,14,14,10398.775137,14462.401203,273.741760,0.509308,2644.631098,525366.659499
86,0.194000,14,14,13452.137808,14272.906086,12014.375778,0.505233,2549.389870,5066.479477
87,0.203000,14,14,12302.184843,14530.187362,8527.309167,0.501192,2331.523891,532698.996695
88,0.169000,14,14,12929.178933,14334.194739,9966.683885,0.497182,2664.747768,3357.362423
89,0.173000,14,14,10579.203295,14463.955356,3268.914511,0.493205,2693.489548,250350.734010
90,0.164000,14,14,13742.071822,14558.905746,12785.591615,0.489259,2747.138476,125516.494323
91,0.198000,14,14,11328.248747,14657.977538,6516.979679,0.485345,2805.059859,206821.591854
92,0.228000,14,14,768.643077,14385.291991,-25104.324388,0.481462,2816.092238,304240.136780
93,0.192000,14,14,13099.120354,14033.610672,11617.653552,0.477610,2499.799823,256846.171437
94,0.148000,14,14,13013.644811,14458.688813,6212.959162,0.473790,2505.139520,122850.192369
95,0.160000,14,14,13645.808074,14523.742824,12369.121980,0.469999,2821.795793,248767.642226
96,0.172000,14,14,11999.793965,14188.129204,2112.472571,0.466239,2588.605896,123028.060260
97,0.195000,14,14,-5291.124227,14255.853962,-38071.713605,0.462509,2603.569899,231808.367617
98,0.145000,14,14,13499.391875,14565.648264,11311.790306,0.458809,2637.460619,225627.113256
99,0.153000,14,14,13557.190095,14096.411355,12589.864716,0.455139,2652.183368,7384.855763
100,0.143000,14,14,13460.671408,14590.923542,12159.379753,0.451498,2680.592221,115341.961300
101,0.162000,14,14,13391.938641,14600.257750,11024.724814,0.447886,2725.755354,100747.512114
102,0.147000,14,14,13589.269702,14599.668987,12478.422696,0.444303,2768.006748,95192.336747
103,0.132000,14,14,13805.922189,14659.778209,12562.897200,0.440748,2681.971259,266704.067806
104,0.115000,14,14,13772.684050,14428.092584,12370.195809,0.437222,2889.297587,84042.163289
105,0.131000,14,14,13840.751308,14718.827499,12744.158941,0.433724,2981.526530,79273.245738
106,0.120000,14,14,13733.631878,14370.962306,12320.044117,0.430255,2995.500859,290022.052638
107,0.131000,14,14,13766.995713,14540.466565,13002.307897,0.426813,3037.605637,73748.978110
108,0.130000,14,14,11540.255482,13861.857333,7851.813744,0.423398,3062.976200,195232.683140
109,0.130000,14,14,13116.623057,14560.631111,12000.577150,0.420011,3099.251946,62906.615869
110,0.124000,14,14,13955.607852,14746.921667,12881.010111,0.416651,3131.609417,63047.038100
111,0.106000,14,14,13895.351950,14364.539965,12958.006850,0.413318,3163.275978,123946.044745
112,0.129000,14,14,14031.188727,14636.051071,13426.995343,0.410011,3195.414553,273800.492849
113,0.126000,14,14,13405.142118,14501.188646,12018.659368,0.406731,3293.895237,207635.405672
114,0.100000,14,14,13958.392542,14762.592529,13112.682703,0.403477,3252.634033,152692.234061
115,0.114000,14,14,13729.766875,14678.213650,12281.166887,0.400249,3384.623506,140480.413719
116,0.141000,14,14,11409.155480,14619.645730,4248.271803,0.397047,3428.451203,91447.992072
117,0.132000,14,14,3767.626543,14002.635599,-13939.148099,0.393871,3387.462365,4997.317426
118,0.105000,14,14,13862.787175,14765.451013,12699.828177,0.390720,3433.084961,56133.894841
119,0.090000,14,14,14132.771273,14789.432874,13192.139637,0.387594,3494.246790,5318.244613
120,0.100000,14,14,13780.560544,14741.827471,12346.671357,0.384493,3530.602168,39321.210330
121,0.096000,14,14,13939.194940,14629.378103,12922.946726,0.381418,3556.477999,144926.853710
122,0.097000,14,14,13609.469899,14531.999348,12325.044568,0.378366,3625.873318,2852.170953
123,0.127000,14,14,13637.677555,14684.938841,11887.428919,0.375339,3619.412951,35826.650338
124,0.180000,14,14,11239.794100,14564.313292,7588.927865,0.372337,3637.864836,7610.074600
125,0.128000,14,14,13248.551974,14502.253507,11768.607696,0.369358,3641.097228,4325.282916
126,0.243000,14,14,-10569.021411,14328.083976,-62836.459402,0.366403,3587.775267,37891.056186
127,0.093000,14,14,14019.867944,14631.462388,13459.110393,0.363472,3599.698477,1594.060162
128,0.099000,14,14,14021.556809,14663.301106,13628.078372,0.360564,3586.200581,1893.106104
129,0.096000,14,14,14148.655619,14642.934574,13578.033677,0.357679,3615.828927,38804.935242
130,0.101000,14,14,14089.393723,14619.805146,13188.727060,0.354818,3668.192594,154231.498187
131,0.094000,14,14,14036.746636,14413.178930,13431.774497,0.351980,3705.485714,7011.429077
132,0.099000,14,14,13930.233876,14594.416171,13099.396617,0.349164,3739.257935,57467.737090
133,0.085000,14,14,14171.614133,14665.915177,13639.375994,0.346370,3769.355051,32067.274380
134,0.085000,14,14,14346.717085,14754.842946,13184.787531,0.343599,3811.687953,124957.251583
135,0.089000,14,14,13840.596867,14678.740353,12212.203283,0.340851,3851.924731,4395.962428
136,0.086000,14,14,14157.972277,14698.850135,13625.554057,0.338124,3885.584695,43737.470479
137,0.082000,14,14,13993.310701,14677.758449,13114.548238,0.335419,3914.387899,26043.173762
138,0.082000,14,14,14077.099594,14692.140251,13192.680528,0.332735,3564.335694,3108.345871
139,0.133000,14,14,-13363.705124,14590.824366,-56726.125144,0.330074,3959.477924,25752.098433
140,0.137000,14,14,9926.331197,14516.687394,4505.361698,0.327433,3997.254842,43665.166591
141,0.089000,14,14,13907.381720,14675.254141,13080.449610,0.324814,4024.436486,60115.914694
142,0.083000,14,14,14344.448308,14646.463093,13951.720980,0.322215,4064.708492,8987.555590
143,0.396000,14,14,-4320.504750,-1895.563548,-6973.460335,0.319637,3556.834831,3102.781063
144,0.101000,14,14,13468.510638,14683.514080,8937.275876,0.317080,3629.166009,68603.305343
145,0.092000,14,14,13481.158271,14559.411307,11686.362588,0.314544,3621.567159,67078.411942
146,0.109000,14,14,10761.098480,14731.927529,1812.296853,0.312027,3696.253488,30969.729159
147,0.112000,14,14,5795.291872,14438.068316,-7792.864946,0.309531,3713.463108,10090.030470
148,0.128000,14,14,11830.511224,14670.310593,8819.937428,0.307055,3737.169708,52917.371522
149,0.136000,14,14,841.703307,13423.837906,-6531.425618,0.304598,3712.252879,34545.352323
150,0.082000,14,14,13973.060212,14584.760077,12784.610943,0.302162,3731.002680,61299.210383
