episode,time_s,cars_completed,total_cars,average_reward,best_reward,worst_reward,epsilon,max_q,loss
26,1.329000,14,14,4125.507925,6255.730293,1812.724884,0.818073,830.548871,1972.122231
27,1.203000,14,14,7504.864891,11038.548866,-5212.563754,0.811528,1030.871543,2435.283970
28,1.162000,14,14,8394.493771,11367.385295,2602.809020,0.805036,1093.509916,1227.545417
29,1.145000,14,14,6793.703203,11149.933503,2967.175111,0.798595,1077.188336,243954.664544
30,1.361000,7,14,2392.062017,9788.544817,-7342.849768,0.792207,1166.760133,852.477771
31,1.433000,13,14,8270.826203,10695.350048,-11072.636956,0.785869,1057.914265,244569.046410
32,0.997000,14,14,7046.985191,9488.969708,4723.139281,0.779582,1147.212808,923.716470
33,0.939000,14,14,8722.465690,10845.995023,7019.845924,0.773345,1259.344423,441827.652797
34,1.187000,14,14,5839.243814,9507.612445,-3572.145208,0.767159,1297.855724,1526.208040
35,0.931000,14,14,7965.503801,10811.232600,3811.770431,0.761021,1379.496847,629498.962951
36,1.052000,14,14,6997.815111,9642.635613,3592.902078,0.754933,1480.351635,221992.976047
37,0.938000,14,14,5375.285212,10283.611189,-4558.832560,0.748894,1360.460863,209845.628385
38,1.114000,14,14,5612.151605,7970.988958,327.569078,0.742903,1277.442447,436611.686588
39,0.911000,14,14,7712.222001,10240.861364,4317.466536,0.736959,1417.307554,405044.805941
40,0.865000,14,14,6779.437427,11409.290173,-6700.759453,0.731064,1345.822990,217610.417616
41,0.986000,14,14,4231.091670,10169.586364,-19355.263770,0.725215,1258.566215,232859.780434
42,1.090000,14,14,4617.103033,11880.809312,-1834.952109,0.719413,1322.796692,243496.458832
43,0.815000,14,14,4414.835074,10737.324088,-6630.277461,0.713658,1152.866377,239732.156355
44,0.897000,14,14,10210.223044,12426.606494,6514.220017,0.707949,1114.188346,238818.500482
45,0.737000,14,14,9918.202846,11000.293116,7333.396066,0.702285,1265.874539,883700.487122
46,0.924000,14,14,9243.188104,12994.981079,4921.926990,0.696667,1335.022248,424986.626627
47,0.739000,14,14,9068.911050,12690.167090,6254.070382,0.691094,1192.194814,231359.125717
48,1.055000,12,14,-697.764478,10517.373226,-36321.506823,0.685565,1237.770748,893744.656472
49,1.336000,14,14,-1599.694881,5926.243191,-13156.240672,0.680080,1152.767860,236252.650281
50,1.284000,10,14,1682.601297,8318.120931,-9941.019521,0.674640,1235.194417,225464.416133
51,0.697000,14,14,10319.373306,11872.051062,8948.009905,0.669243,1272.792874,4241.735781
52,0.624000,14,14,2697.059082,11579.663036,-26099.090574,0.663889,1309.766850,454112.687780
53,1.066000,14,14,5158.387240,9880.384251,-7299.128977,0.658578,1352.240017,421777.087570
54,0.562000,14,14,11172.818256,12923.497220,8695.249183,0.653309,1399.652926,615774.958743
55,0.552000,14,14,11803.732621,13685.109677,8578.082639,0.648083,1462.004068,201663.693226
56,0.483000,14,14,12011.478156,13691.654850,10598.467649,0.642898,1507.718850,395797.566648
57,0.548000,14,14,4811.561442,12723.434184,-33328.479415,0.637755,1572.807867,390551.746791
58,0.701000,14,14,10461.695722,11821.696480,6966.853606,0.632653,1572.476798,3531.967406
59,0.579000,14,14,10674.644751,12320.351589,8399.688639,0.627591,1606.011239,185040.920198
60,0.500000,14,14,10040.637711,13334.575614,-4128.213752,0.622571,1604.704169,3232.846835
61,0.470000,14,14,8655.834341,12916.366384,-3861.144487,0.617590,1487.263175,203270.437773
62,0.464000,14,14,12276.533031,13400.961023,10794.908094,0.612649,1646.458253,204308.929221
63,0.458000,14,14,11911.519628,13172.914707,10512.089494,0.607748,1680.583713,197703.367243
64,0.439000,14,14,11379.370754,12735.898057,9342.952385,0.602886,1717.888109,1052.334647
65,0.481000,14,14,9740.099322,12875.271971,-4039.512304,0.598063,1807.435851,181391.630974
66,0.420000,14,14,12141.687189,13521.152826,10621.637356,0.593279,1867.361300,182462.823552
67,0.454000,14,14,8952.264590,12658.983759,-8107.202925,0.588532,1726.386188,608309.620799
68,0.397000,14,14,12020.456784,13342.146724,8572.324229,0.583824,1771.085475,598342.784038
69,0.404000,14,14,12779.853490,13764.175312,11184.351496,0.579154,1821.893762,386907.374695
70,0.379000,14,14,11528.403204,13773.701896,4873.619512,0.574520,1901.106693,186566.964086
71,0.415000,14,14,-4792.352511,12968.537258,-40752.031248,0.569924,1910.886795,186740.695187
72,0.377000,14,14,12458.506608,13716.307442,11074.992124,0.565365,1617.049493,183076.234918
73,0.392000,14,14,12599.189082,13457.203713,11565.768768,0.560842,1635.105242,731456.154653
74,0.363000,14,14,10826.347961,13518.668025,2396.419421,0.556355,1689.789167,177124.373969
75,0.321000,14,14,12939.278031,13880.449574,12178.986536,0.551904,1748.503778,341936.747335
76,0.347000,14,14,12491.907207,13922.994359,11212.767280,0.547489,1797.274737,326567.806704
77,0.337000,14,14,12268.889135,13744.690539,9092.719183,0.543109,1868.512651,315157.319787
78,0.336000,14,14,12034.456375,12989.190259,10580.846489,0.538764,1923.269253,2260.645560
79,0.370000,14,14,7432.553903,13693.210779,-23128.822843,0.534454,1964.503233,3940.000801
80,0.292000,14,14,12923.107687,13966.526925,10795.698650,0.530178,1771.257661,701557.081510
81,0.318000,14,14,10465.141365,13527.114819,3433.279067,0.525937,1801.959439,493294.745917
82,0.310000,14,14,12062.066668,14095.088878,6797.360420,0.521730,1826.915260,482205.755827
83,0.285000,14,14,12977.947320,13742.759906,11471.985485,0.517556,1860.774496,319886.576918
84,0.263000,14,14,12906.487965,14223.060830,11816.509302,0.513415,1914.303150,455085.033128
85,0.273000,14,14,13132.150569,13746.320089,10921.246417,0.509308,1975.867248,443623.123912
86,1.313000,3,14,-76563.501442,13665.211032,-116096.807007,0.505233,966.586404,4868.926954
87,1.414000,4,14,-99093.381167,13493.243899,-223305.354672,0.501192,715.069820,7576.960937
88,1.412000,3,14,-92764.265190,-27310.836287,-137595.289263,0.497182,961.775053,10391.865020
89,1.415000,2,14,-102757.961568,-14384.101803,-176225.081109,0.493205,998.170040,20307.927590
90,1.417000,1,14,-104772.117128,-3270.280227,-141839.734497,0.489259,70.812695,13627.986462
91,1.383000,5,14,-141631.526863,-8860.431446,-275151.025535,0.485345,-126.557774,12342.938192
92,1.376000,5,14,-102597.498790,-42500.837105,-196101.647597,0.481462,-271.423740,8660.716966
93,1.436000,1,14,-106518.378665,-28852.513938,-174685.753009,0.477610,-416.630573,9922.190588
94,1.216000,5,14,-87120.120493,-8043.087833,-203841.410950,0.473790,-510.448701,6177.778699
95,1.172000,6,14,-83958.609010,-8303.000950,-169451.943194,0.469999,-610.360280,7234.795958
96,1.438000,1,14,-129869.779283,-15549.632138,-264007.347013,0.466239,-302.365813,11276.303677
97,0.789000,11,14,-37918.157389,12839.955307,-199320.091545,0.462509,-817.757538,549912.116259
98,1.493000,0,14,-137814.646263,-89329.401288,-228120.958935,0.458809,-934.182581,8983.501128
99,1.185000,5,14,-97382.404895,1315.416277,-198016.353716,0.455139,-602.947019,5206.744071
100,1.248000,4,14,-85219.737983,-5506.955911,-141223.583366,0.451498,-406.364862,5583.513988
101,0.971000,9,14,-58924.721335,1302.646539,-166542.065638,0.447886,-1134.369413,6124.751888
102,1.178000,7,14,-82324.854759,-20572.670667,-164982.296871,0.444303,-1171.781712,614507.119231
103,1.319000,4,14,-98282.319449,-25259.568559,-141134.772478,0.440748,-1204.010706,4507.425981
104,1.300000,4,14,-107189.573710,-19640.537891,-270864.128101,0.437222,-1248.869867,7279.696630
105,1.138000,7,14,-86148.465326,-19449.547239,-162294.648638,0.433724,-864.879765,4343.700885
106,1.426000,2,14,-100752.348181,-22378.036143,-140662.500355,0.430255,-641.705470,6045.857501
107,1.447000,1,14,-109062.598635,-2158.377736,-133679.461107,0.426813,-1371.709197,235.375677
108,1.220000,4,14,-92235.471719,12227.594101,-150574.934299,0.423398,-1413.062726,1108.279804
109,1.268000,3,14,-95906.283049,13824.182885,-145780.053735,0.420011,-1421.505015,606.189144
110,1.322000,4,14,-108181.579981,14083.846709,-167472.368130,0.416651,-1426.081203,6671.493030
111,1.441000,2,14,-119274.761813,-65094.580621,-150900.493763,0.413318,-1440.578589,2146.303807
112,1.330000,4,14,-111428.604178,-37343.847112,-199954.465638,0.410011,-780.085695,665314.260440
113,1.313000,5,14,-103232.429512,-26845.775243,-160524.562714,0.406731,-812.253371,4846.546922
114,1.284000,6,14,-93116.991777,-33742.750672,-156417.535264,0.403477,-835.548536,683181.116324
115,1.391000,3,14,-140970.992616,-28015.573633,-217875.838233,0.400249,-893.595130,12972.855560
116,1.015000,10,14,-60143.870476,-13499.938137,-175592.334042,0.397047,-1119.755712,8031.855222
117,0.227000,14,14,11157.122259,13278.052514,6865.472767,0.393871,-1071.233629,5411.661948
118,0.145000,14,14,13486.114749,14351.696832,12017.492853,0.390720,-1003.087290,656943.066199
119,0.187000,14,14,2593.951086,13805.231918,-9118.342212,0.387594,-677.647110,639201.558428
120,0.800000,11,14,-37003.480656,13665.579289,-132639.736612,0.384493,-459.826214,488450.448173
121,1.288000,3,14,-113519.320146,12996.669803,-240191.375993,0.381418,-530.845346,1831.033206
122,0.873000,9,14,-61770.134959,9972.343541,-182683.743437,0.378366,-681.652769,5466.671177
123,1.163000,7,14,-88290.570313,-21657.011016,-171255.123253,0.375339,-827.503629,3431.975605
124,1.355000,3,14,-109478.082976,-26387.133563,-142299.862570,0.372337,-965.280487,3751.982227
125,1.320000,3,14,-107841.053310,-11926.596489,-148190.866219,0.369358,-459.950473,5434.196493
126,1.267000,3,14,-109056.121289,1072.249949,-160468.437029,0.366403,-1251.163893,4472.811905
127,1.301000,4,14,-128161.022273,11132.799786,-174808.614794,0.363472,-1361.318181,5773.936487
128,0.865000,14,14,-58040.046547,11586.798233,-189174.461379,0.360564,-814.392483,9008.263977
129,1.142000,4,14,-125786.232388,14060.289422,-290221.991363,0.357679,-1576.764401,3328.737276
130,1.312000,3,14,-134594.449764,11454.454971,-163201.111680,0.354818,-1000.813790,3990.503096
131,1.262000,4,14,-115497.963863,-48328.441462,-169406.183876,0.351980,-1248.037962,7333.243848
132,1.002000,12,14,-68455.943542,-24706.433479,-154655.129249,0.349164,-930.025295,9356.798204
133,0.972000,8,14,-28926.323330,13452.024593,-130699.311487,0.346370,-727.838782,3722.470401
134,1.044000,11,14,-53435.827308,-31498.346912,-94589.221002,0.343599,-916.262979,3794.078492
135,0.262000,14,14,10749.786762,13799.048185,8333.581221,0.340851,-157.637074,531556.775181
136,1.190000,3,14,-140300.309862,13759.482418,-357876.602525,0.338124,-255.356164,2003.674161
137,1.306000,6,14,-139235.410211,-92821.400860,-212967.823131,0.335419,-469.796933,6619.322689
138,1.282000,3,14,-116740.707066,-35382.874158,-154855.192568,0.332735,-1243.538204,6048.574320
139,1.313000,3,14,-136918.395987,-25934.819717,-305227.881022,0.330074,-1398.501732,8555.388933
140,0.867000,11,14,-60560.836284,-9727.955394,-239218.455392,0.327433,-1117.163320,6562.170630
141,1.047000,11,14,-88688.589388,-42437.419409,-248669.654742,0.324814,-1593.326362,702648.840349
142,1.196000,8,14,-101779.313642,-51240.963886,-169100.277681,0.322215,-1654.327403,6319.260391
143,1.188000,6,14,-100391.684160,-35865.411516,-158813.849081,0.319637,-1090.899620,6460.806288
144,1.114000,7,14,-90307.111210,-26157.528299,-158048.127431,0.317080,-1304.577396,5625.903369
145,1.303000,2,14,-122800.795654,-30870.839092,-150471.808747,0.314544,-1779.776038,6958.996580
146,1.123000,5,14,-98139.218898,-3252.666844,-164301.370309,0.312027,-1829.751921,4305.221625
147,1.058000,7,14,-93132.420219,-5064.757484,-217813.520054,0.309531,-1866.494827,6556.647743
148,0.790000,14,14,-60375.949393,-24263.352114,-144731.230601,0.307055,-1435.681125,1520646.116647
149,1.186000,12,14,-129532.433258,-68526.734585,-241585.347715,0.304598,-1356.449756,12862.135043
150,0.867000,14,14,-67384.259306,-43838.947821,-89444.157802,0.302162,-1349.826590,5720.357189
