episode,time_s,cars_completed,total_cars,average_reward,best_reward,worst_reward,epsilon,max_q,loss
69,0.393000,14,14,13264.456070,14091.072202,10214.880302,0.579154,2552.674767,197513.124392
70,0.413000,14,14,13003.358438,13963.032418,10696.473520,0.574520,2321.578533,2042.496027
71,0.335000,14,14,13353.378910,14351.338002,10476.393487,0.569924,2474.275850,2180.148085
72,0.370000,14,14,9637.786482,14297.823554,-7705.937799,0.565365,2486.208173,414190.213550
73,0.427000,14,14,13270.912580,14065.015620,10857.161143,0.560842,2529.278054,3082.387136
74,0.347000,14,14,13266.169136,14396.412044,11632.024295,0.556355,2558.729768,113099.187393
75,0.316000,14,14,13383.953959,14379.404344,11694.087609,0.551904,2579.397544,94808.907008
76,0.309000,14,14,13378.893358,14372.250874,11907.116343,0.547489,2601.942234,187696.326556
77,0.352000,14,14,11790.682466,13734.809378,5199.401229,0.543109,2622.416271,185541.219455
78,0.307000,14,14,13489.889910,14567.434755,10704.658261,0.538764,2629.724786,270205.749416
79,0.376000,14,14,9735.065926,12883.312237,319.671103,0.534454,2498.874135,103198.700944
80,0.379000,14,14,5639.075661,13923.970265,-14215.458542,0.530178,2540.291264,207937.272644
81,0.378000,14,14,11960.123127,14629.253183,4487.711860,0.525937,2509.681367,228130.503827
82,0.325000,14,14,12196.628327,14246.971389,7629.960250,0.521730,2402.298728,4823.190200
83,0.342000,14,14,12293.043228,14166.759979,10511.736166,0.517556,2645.740007,419628.143330
84,0.279000,14,14,12974.565041,14083.330558,10846.595258,0.513415,2256.534466,121138.855492
85,0.286000,14,14,13044.568832,14120.934828,11897.753529,0.509308,2375.045211,2299.121860
86,0.249000,14,14,12688.888068,13917.269934,10496.276828,0.505233,2601.098542,8533.225299
87,0.317000,14,14,2825.891538,13473.633289,-73950.817442,0.501192,2626.655990,373988.141231
88,0.282000,14,14,10880.792406,13763.220826,-9352.755896,0.497182,2621.379020,125804.064884
89,0.367000,14,14,9348.170335,14199.270552,-1518.084506,0.493205,2611.578501,119146.333358
90,0.240000,14,14,13256.485938,14540.690766,12024.333154,0.489259,2749.034963,106189.771715
91,0.221000,14,14,13303.957358,13797.897286,12242.507668,0.485345,2712.714230,91306.906749
92,0.230000,14,14,13268.839483,14203.562181,12473.411017,0.481462,2934.456559,267780.561328
93,0.205000,14,14,13241.830145,14288.499311,12038.786474,0.477610,3035.303005,172245.767811
94,0.189000,14,14,13382.518050,14275.556225,12018.528278,0.473790,2926.651596,8058.535585
95,0.219000,14,14,13253.674347,14372.808588,12005.604098,0.469999,2982.784144,203266.060469
96,0.205000,14,14,13311.173127,14185.552653,12221.179177,0.466239,3228.504053,4240.301545
97,0.170000,14,14,13747.612881,14491.407870,12764.284501,0.462509,3227.874639,309370.319873
98,0.186000,14,14,13422.116273,14555.444947,12148.701487,0.458809,3077.728011,65449.864295
99,0.193000,14,14,13407.289401,14095.500119,12100.512675,0.455139,3097.365878,121797.724574
100,0.171000,14,14,13898.710038,14672.929806,12922.466159,0.451498,3129.440728,57189.752072
101,0.207000,14,14,-1549.555355,14138.094898,-19444.922206,0.447886,3120.192674,205438.355357
102,0.195000,14,14,13402.989520,14466.800898,11972.783182,0.444303,3134.604915,59675.376583
103,0.183000,14,14,13530.539128,14576.769182,12417.973270,0.440748,3121.498057,61707.327043
104,0.201000,14,14,12809.450628,14426.739768,10942.200272,0.437222,3149.001341,74209.825230
105,0.256000,14,14,10967.385323,14615.633473,5948.037695,0.433724,3131.538252,119806.701713
106,0.189000,14,14,12990.041744,13997.615379,11135.967114,0.430255,3178.976295,585.079775
107,0.167000,14,14,9793.340660,13922.324928,-4652.800437,0.426813,3210.283487,62418.109666
108,0.233000,14,14,13556.230582,14509.598313,10864.218142,0.423398,3006.446495,3836.195806
109,0.171000,14,14,12198.635170,13998.850312,6834.847533,0.420011,3070.909216,12404.357726
110,0.151000,14,14,13755.741480,14502.944821,12581.605098,0.416651,3081.450469,64067.183505
111,0.148000,14,14,13834.921296,14776.950401,12594.355523,0.413318,3139.908754,286460.997796
112,0.148000,14,14,13683.816387,14564.839229,12665.385089,0.410011,3211.949688,118132.165228
113,0.162000,14,14,13882.391830,14623.232917,13175.110322,0.406731,3257.559411,110308.215359
114,0.164000,14,14,13526.479782,14389.722530,12487.172919,0.403477,3311.071924,150339.377910
115,0.150000,14,14,13807.546695,14593.617360,12295.217068,0.400249,3350.093708,141098.565914
116,0.131000,14,14,13917.210876,14524.794306,12446.483774,0.397047,3407.359384,84659.937177
117,0.125000,14,14,13946.654586,14599.410519,12952.300465,0.393871,3436.984486,44387.560306
118,0.145000,14,14,13227.924624,14212.586225,12030.033995,0.390720,3716.694779,93477.721288
119,0.128000,14,14,13252.930168,14572.274561,9990.201815,0.387594,3530.438674,80048.712230
120,0.140000,14,14,13869.155470,14455.658681,13222.946303,0.384493,3603.432918,39590.840715
121,0.143000,14,14,13906.209851,14388.998398,12828.675637,0.381418,3648.631885,36975.842524
122,0.176000,14,14,13441.833610,14170.241532,12477.919897,0.378366,3712.639982,43619.690051
123,0.134000,14,14,13774.575081,14305.023068,12790.316825,0.375339,3750.471631,85653.681399
124,0.124000,14,14,13729.538090,14539.667689,12715.459505,0.372337,3785.429922,57199.538013
125,0.147000,14,14,13465.284161,14396.914661,11933.645926,0.369358,3807.606694,27910.448280
126,0.152000,14,14,13450.775367,14006.954492,12184.637882,0.366403,3825.869503,1088.114473
127,0.149000,14,14,13298.284001,14475.522350,7650.812458,0.363472,3825.456230,50682.567312
128,0.150000,14,14,12521.865526,14511.273332,9596.013621,0.360564,3838.583499,71204.080982
129,0.201000,14,14,5423.617064,14222.483642,-29585.158884,0.357679,3682.599485,60791.126010
130,0.167000,14,14,12610.896485,14479.253585,9942.208214,0.354818,3676.873383,3995.754970
131,0.263000,14,14,13256.262572,14354.255250,11412.682807,0.351980,3731.290025,26908.954903
132,0.106000,14,14,13933.658656,14681.234260,12682.257135,0.349164,3744.354591,41097.511282
133,0.108000,14,14,14130.436546,14643.988860,13404.018998,0.346370,3785.624979,40652.554890
134,0.104000,14,14,13972.609729,14539.865634,12605.229753,0.343599,3987.032486,38631.967182
135,0.105000,14,14,14137.077935,14599.579495,13005.291708,0.340851,3974.687277,32419.067179
136,0.114000,14,14,14065.477370,14642.967440,13036.426773,0.338124,4039.924173,45680.347254
137,0.108000,14,14,13727.033176,14726.770258,12815.063924,0.335419,4006.083668,19854.273013
138,0.108000,14,14,13957.486292,14483.824505,12881.516387,0.332735,4135.395962,39331.206370
139,0.107000,14,14,14029.524691,14596.385113,13396.110009,0.330074,4084.913729,5665.529866
140,0.107000,14,14,14064.855800,14718.861868,13270.868295,0.327433,4178.139971,3204.311799
141,0.193000,14,14,12894.715481,14639.497514,2542.815586,0.324814,4239.803997,23071.615067
142,0.142000,14,14,13573.968086,14439.504489,12554.760144,0.322215,4106.579839,45876.725545
143,0.095000,14,14,14207.559737,14708.298145,13660.205352,0.319637,4129.046424,15081.965387
144,0.100000,14,14,13989.608657,14388.658623,13289.075477,0.317080,4124.705185,34882.112125
145,0.150000,14,14,6011.988984,14631.818661,-87017.205492,0.314544,4153.496861,20149.622144
146,0.236000,14,14,9187.035900,14586.268917,-2291.336703,0.312027,4112.135942,6529.416383
147,0.131000,14,14,9503.948693,14466.096783,-1039.237755,0.309531,4217.491210,25309.640285
148,0.150000,14,14,13293.760984,14443.254870,11508.470982,0.307055,4022.680378,23702.851164
149,0.212000,14,14,9251.674116,14671.837970,6066.976385,0.304598,4100.814404,33813.283264
150,0.132000,14,14,14092.874130,14780.051778,13418.356176,0.302162,4030.650490,57301.319482
