episode,time_s,cars_completed,total_cars,average_reward,best_reward,worst_reward,epsilon,max_q,loss
49,0.571000,14,14,6711.195908,11468.398269,-766.474042,0.680080,1632.883740,542924.202205
50,0.673000,14,14,9434.427068,11954.775559,6497.637655,0.674640,1624.412866,552026.252458
51,0.460000,14,14,12429.321147,13647.674274,10135.293050,0.669243,1688.321824,180626.792261
52,0.437000,14,14,12209.998180,13587.150594,10782.695553,0.663889,1773.129893,334236.297437
53,0.444000,14,14,5770.055690,13818.701469,-5284.301014,0.658578,1776.742828,2238.926062
54,0.492000,14,14,9806.007938,12464.737084,6587.676590,0.653309,1668.531493,3048.771132
55,0.409000,14,14,11604.603643,13268.521473,9250.661478,0.648083,1594.417618,183789.561439
56,0.388000,14,14,11731.703438,12996.091111,9516.304435,0.642898,1639.090958,179366.705866
57,0.412000,14,14,10833.437240,11941.474202,7723.890781,0.637755,1646.797451,181761.390239
58,0.353000,14,14,11806.227598,14070.478147,10484.951115,0.632653,1674.631837,352291.890418
59,0.372000,14,14,11438.350941,12409.145689,8011.030181,0.627591,1872.269068,1622.122068
60,0.345000,14,14,6488.980179,12417.467731,-17234.835732,0.622571,1716.730661,173570.148042
61,0.328000,14,14,12888.016952,14054.984131,11002.395668,0.617590,1734.734401,341571.699987
62,0.432000,14,14,10573.242024,12523.971117,4837.142003,0.612649,1823.558899,322579.010447
63,0.385000,14,14,10530.881683,13165.490621,2646.370780,0.607748,1856.137718,6182.996241
64,0.403000,14,14,9810.261985,12632.581845,4508.866882,0.602886,1877.228522,2984.589524
65,0.294000,14,14,11210.674653,13540.649312,4732.678520,0.598063,1898.209496,3987.508180
66,0.342000,14,14,9268.006789,13373.526673,781.291023,0.593279,1952.033650,296904.862299
67,0.359000,14,14,11721.833371,13074.742040,8468.789298,0.588532,2005.787160,295181.759057
68,0.354000,14,14,12614.602011,13485.059597,10778.518088,0.583824,1842.506149,362437.893279
69,0.291000,14,14,12731.257145,14101.082335,11523.669616,0.579154,2024.019585,322444.909723
70,0.267000,14,14,12583.496735,14423.647073,10547.379691,0.574520,2058.561655,460145.044536
71,0.259000,14,14,12698.778658,14267.481017,9068.802148,0.569924,2097.671480,136656.587969
72,0.270000,14,14,13108.464564,14409.215955,11143.927794,0.565365,2144.777161,4741.986149
73,0.265000,14,14,12600.565389,14018.789709,11902.831108,0.560842,1980.180898,3283.990001
74,0.231000,14,14,11384.619800,13425.431846,4756.326484,0.556355,2208.508480,1752.955445
75,0.244000,14,14,12447.676857,13856.121345,10603.056732,0.551904,2200.151474,417378.533643
76,0.238000,14,14,12852.301113,13708.368354,10135.657450,0.547489,2219.123918,501258.832796
77,0.261000,14,14,11050.476740,13907.613853,6175.189256,0.543109,2280.836637,120477.511599
78,0.252000,14,14,12912.647178,13742.344809,11648.591294,0.538764,2318.772282,120425.931217
79,0.253000,14,14,12601.806439,13970.339779,10961.862542,0.534454,2337.879313,1538.143295
80,0.262000,14,14,10056.263843,14324.708505,-12085.853941,0.530178,2340.139112,119538.714777
81,0.242000,14,14,9195.523149,13969.365480,-4526.411843,0.525937,2318.972806,135484.232707
82,0.257000,14,14,12816.043447,14189.483208,11204.158375,0.521730,2328.694182,246267.376510
83,0.222000,14,14,13015.179921,13756.145539,11334.769007,0.517556,2339.046566,367065.019823
84,0.205000,14,14,12788.194415,14309.797421,10497.195563,0.513415,2353.248633,128334.357199
85,0.204000,14,14,8437.006472,13865.300173,-1545.279299,0.509308,2348.083712,341858.536670
86,0.240000,14,14,6714.611123,14055.005523,-29462.067517,0.505233,2383.337254,133373.611531
87,0.272000,14,14,214.948989,12032.040957,-20778.040524,0.501192,2337.615868,187041.333571
88,0.230000,14,14,11600.768152,13783.758232,8337.320307,0.497182,2114.464462,714536.124253
89,0.187000,14,14,13217.212899,14323.630705,11683.376188,0.493205,2141.534711,10735.708041
90,0.205000,14,14,13542.894898,14404.310601,12352.737536,0.489259,2219.564766,3839.473300
91,0.157000,14,14,13419.945984,14160.433649,12223.942900,0.485345,2292.593313,357128.704451
92,0.182000,14,14,13058.612686,14259.502200,11335.168871,0.481462,2393.408408,108946.845824
93,0.168000,14,14,13177.714203,14219.831559,11691.281055,0.477610,2426.384206,220429.350876
94,0.167000,14,14,13423.448673,14522.078967,12336.625494,0.473790,2481.005507,209014.219117
95,0.168000,14,14,6205.661388,14159.860103,-7934.860609,0.469999,2503.533395,100436.017181
96,0.146000,14,14,12956.594968,14142.751356,11457.397130,0.466239,2510.172013,4759.524444
97,0.153000,14,14,11317.866773,14594.417109,3891.594012,0.462509,2509.893468,107054.030203
98,0.143000,14,14,13480.184453,14360.418026,12833.444804,0.458809,2542.887022,204119.071235
99,0.160000,14,14,13912.587809,14646.622625,12977.285245,0.455139,2583.052421,2516.931681
100,0.151000,14,14,13699.822255,14675.431188,12456.746543,0.451498,2661.929599,181211.325306
101,0.133000,14,14,13861.775547,14695.095738,12766.287694,0.447886,2711.031501,173940.945275
102,0.124000,14,14,13746.670749,14601.885589,12682.520069,0.444303,2747.405583,163693.618636
103,0.149000,14,14,-97.657284,14098.823409,-16883.225043,0.440748,2765.869548,84720.609193
104,0.138000,14,14,13195.375445,14540.335791,11970.283334,0.437222,2787.610647,167445.816524
105,0.138000,14,14,13225.288302,13965.006277,11543.739819,0.433724,2820.933195,1249.778802
106,0.138000,14,14,13377.885939,13971.923518,12161.611810,0.430255,2860.126598,168731.666738
107,0.120000,14,14,14021.264873,14620.220246,12654.239375,0.426813,2891.044822,1111.960558
108,0.134000,14,14,13663.017053,14615.284792,12744.238402,0.423398,2944.561594,72866.504038
109,0.136000,14,14,13476.296734,14145.972146,12919.112969,0.420011,3009.612933,197502.964558
110,0.115000,14,14,13734.584799,14609.993050,12301.138430,0.416651,3046.188361,127197.308375
111,0.122000,14,14,13844.221564,14533.763032,12738.193043,0.413318,3080.820525,455.910782
112,0.146000,14,14,10162.645927,14333.615244,-3938.085379,0.410011,3173.365670,115164.877541
113,0.118000,14,14,13724.555152,14610.923828,12849.715895,0.406731,3238.125570,212594.387387
114,0.115000,14,14,13706.150557,14715.259376,13025.370068,0.403477,3272.189521,149857.001993
115,0.118000,14,14,13926.853138,14557.429711,13099.669655,0.400249,3304.813994,330969.247500
116,0.125000,14,14,13813.578007,14498.329045,12864.769880,0.397047,3382.299211,179671.439404
117,0.118000,14,14,13609.121541,14609.877125,12510.337371,0.393871,3430.218299,43257.044394
118,0.119000,14,14,11846.825118,14216.325214,6764.861960,0.390720,3438.934412,5564.954587
119,0.109000,14,14,13934.847803,14542.083961,13498.326986,0.387594,3457.013128,82999.359742
120,0.109000,14,14,13892.036991,14706.300391,12979.994272,0.384493,3445.763745,47689.083335
121,0.109000,14,14,13677.922377,14379.361834,12476.640818,0.381418,3465.825888,1166.032199
122,0.099000,14,14,13931.903528,14571.967892,13051.672847,0.378366,3469.133579,79848.806973
123,0.094000,14,14,14060.990168,14678.832918,13300.259995,0.375339,3494.948970,1122.026217
124,0.087000,14,14,13686.152343,14574.074483,12178.754400,0.372337,3512.593585,3937.552246
125,0.131000,14,14,6692.941100,14293.644132,-70203.249821,0.369358,3542.296707,110320.309753
126,0.154000,14,14,5715.699247,14684.214799,-39929.058865,0.366403,3552.424035,78315.326498
127,0.105000,14,14,10459.475710,14284.642801,2301.767240,0.363472,3569.724752,74391.556507
128,0.096000,14,14,14014.433264,14579.804370,13161.708244,0.360564,3575.893764,80934.401339
129,0.090000,14,14,14202.961238,14747.699309,13170.425956,0.357679,3613.569445,75019.555266
130,0.085000,14,14,13947.612350,14549.198684,13097.640757,0.354818,3642.092375,9197.474403
131,0.099000,14,14,13866.403042,14490.663685,12737.877583,0.351980,3657.983641,8359.693396
132,0.093000,14,14,14149.077535,14621.330478,13458.077449,0.349164,3680.086297,7031.873062
133,0.097000,14,14,13843.512640,14513.145595,13097.649629,0.346370,3704.025359,3249.331078
134,0.108000,14,14,14198.699227,14694.013076,13131.692353,0.343599,3753.613855,29616.731329
135,0.087000,14,14,13871.176576,14764.466236,12122.200104,0.340851,3810.800590,54701.213941
136,0.098000,14,14,14169.456473,14743.663901,13147.807178,0.338124,3866.774333,68676.974963
137,0.090000,14,14,7600.459898,14592.187882,-9577.017912,0.335419,3914.690705,47989.621111
138,0.076000,14,14,14147.715126,14629.816208,13184.151909,0.332735,3897.313649,23063.495549
139,0.086000,14,14,13782.681444,14430.455890,13184.974335,0.330074,3932.528858,21597.818934
140,0.082000,14,14,14149.306791,14616.616304,13373.475521,0.327433,3965.654012,10759.160722
141,0.078000,14,14,14069.003499,14668.581486,13196.756581,0.324814,3983.396558,9602.208747
142,0.105000,14,14,12671.822990,14628.414769,8341.844255,0.322215,4007.275115,3480.997989
143,0.088000,14,14,13906.959638,14598.810386,12803.087654,0.319637,4054.360767,35123.476041
144,0.074000,14,14,14152.369958,14726.377568,13671.036899,0.317080,4078.325960,49721.933249
145,0.072000,14,14,14213.496073,14657.269972,12752.740451,0.314544,4096.142164,43482.027708
146,0.091000,14,14,14113.842599,14531.838564,13142.346368,0.312027,4126.877668,32083.456357
147,0.073000,14,14,14120.380648,14664.783567,13363.683092,0.309531,4169.030508,26655.069550
148,0.089000,14,14,13758.981193,14309.563693,12757.341688,0.307055,4207.844176,1620.109818
149,0.070000,14,14,14239.784621,14642.738522,13377.398584,0.304598,4225.978437,6203.975182
150,0.073000,14,14,14099.635864,14702.016342,13342.876390,0.302162,4240.358787,21156.164687
