episode,time_s,cars_completed,total_cars,average_reward,best_reward,worst_reward,epsilon,max_q,loss
109,0.143000,14,14,13842.687069,14435.446577,12828.766343,0.420011,2954.468877,148507.790369
110,0.130000,14,14,13096.614561,13896.158501,11992.891346,0.416651,3231.839935,207545.464978
111,0.134000,14,14,2484.230774,14211.634465,-9543.349796,0.413318,2702.094402,179016.785697
112,0.120000,14,14,13729.383842,14511.082724,12755.365464,0.410011,2987.515361,88121.934031
113,0.122000,14,14,13684.426547,14381.975862,12506.939681,0.406731,2774.337269,87554.360380
114,0.127000,14,14,13547.807257,14462.401774,11886.396046,0.403477,2804.208495,163431.285082
115,0.122000,14,14,13703.861654,14296.883362,12577.307585,0.400249,2846.078806,4665.503767
116,0.136000,14,14,13636.477778,14370.861368,12615.252791,0.397047,2870.175116,156676.115179
117,0.107000,14,14,14035.296023,14769.512801,13171.757284,0.393871,3163.513883,70051.056353
118,0.113000,14,14,13348.197489,14254.433392,11619.406475,0.390720,3242.368294,67129.398110
119,0.116000,14,14,13541.697278,14673.014661,11283.218829,0.387594,3325.326665,188123.441578
120,0.134000,14,14,12655.485648,14362.317262,3049.367205,0.384493,3386.198598,122536.738270
121,0.106000,14,14,14056.527106,14631.549490,12958.037637,0.381418,3192.908190,53224.448007
122,0.105000,14,14,13510.828867,14640.753571,12740.211631,0.378366,3492.962576,4240.776483
123,0.103000,14,14,13861.247416,14652.906199,12840.154512,0.375339,3539.702120,52583.482690
124,0.106000,14,14,4676.551044,12387.117963,-4082.480897,0.372337,3115.386143,208583.368981
125,0.419000,14,14,-29685.325189,13700.659588,-102517.491934,0.369358,2875.137147,10207.930197
126,0.097000,14,14,13999.983361,14644.712880,13396.386447,0.366403,2641.190377,188745.026898
127,0.093000,14,14,13965.087053,14467.915057,13180.078555,0.363472,2640.714691,6842.745175
128,0.101000,14,14,14097.389376,14562.940545,13446.134885,0.360564,2651.101167,14294.776578
129,0.095000,14,14,13920.019403,14515.828515,13067.967068,0.357679,2689.379630,180970.062137
130,0.118000,14,14,13624.954451,14601.510677,13045.573477,0.354818,2744.481003,204385.054984
131,0.101000,14,14,13495.048007,14564.532759,11787.482225,0.351980,3217.213881,4557.425091
132,0.086000,14,14,13994.709009,14599.515604,12134.697253,0.349164,2874.540578,78574.160256
133,0.090000,14,14,8748.965031,14221.271411,469.997769,0.346370,2944.341092,157144.657875
134,0.098000,14,14,13969.287910,14419.667882,13105.146533,0.343599,2713.646721,8886.883120
135,0.089000,14,14,13725.417212,14770.574557,12336.184506,0.340851,2835.695329,6181.320939
136,0.087000,14,14,13583.953045,14466.351028,12760.426398,0.338124,2928.148282,79017.589295
137,0.104000,14,14,4472.989590,14455.970256,-8785.210652,0.335419,3811.913086,85004.695808
138,0.100000,14,14,11825.397879,14608.765208,-4903.907787,0.332735,2687.471490,18867.090460
139,0.115000,14,14,-404.329973,13988.665245,-17646.880192,0.330074,2754.958936,99623.545711
140,0.138000,14,14,-3574.222866,13199.605396,-25167.699568,0.327433,2768.812708,193908.823409
141,0.087000,14,14,13798.519754,14525.544905,13112.978609,0.324814,3346.863380,8534.438989
142,0.091000,14,14,13513.245988,14506.338751,11919.675672,0.322215,2775.622285,245633.012424
143,0.144000,14,14,11696.377508,13679.756336,7023.210963,0.319637,3411.601610,337272.496200
144,0.475000,14,14,-45155.879510,12025.782617,-69247.684830,0.317080,1716.771531,530748.647434
145,0.986000,3,14,-137976.479940,14319.380301,-274914.811066,0.314544,975.322843,43694.875528
146,0.990000,8,14,-154911.786581,-29036.592144,-293658.331183,0.312027,1305.772060,28423.553306
147,0.427000,14,14,-43128.087873,2794.633092,-176542.776484,0.309531,1026.552260,33183.245027
148,0.696000,14,14,-62172.711441,-16513.559251,-103057.233103,0.307055,932.585180,6130.981142
149,0.082000,14,14,13802.118339,14529.228418,12032.378569,0.304598,325.981006,354651.096318
150,0.079000,14,14,14131.827795,14604.124429,13434.620053,0.302162,989.963167,1048585.375668
